Week_Start,Week_Number,Month,Quarter,Campaign_ID,Product,Category,Brand,Region,Account,Store_Count,Promo_Flag,Promo_Type,Promo_Depth_Band,Promo_Objective,Retailer_Support,Baseline_Units,Actual_Units,Uplift_Units,Uplift_Pct,Regular_Price,Promo_Price,Discount_Pct,Unit_Cost,Selling_Price,Baseline_Revenue,Actual_Revenue,Incremental_Revenue_From_Uplift,Revenue_Impact_vs_Baseline,Baseline_Gross_Profit,Gross_Profit_Before_Promo_Cost,Incremental_Gross_Profit_Before_Cost,Promo_Cost,Incremental_Profit_After_Promo_Cost,Promo_ROI,Baseline_Gross_Margin_Pct,Actual_Gross_Margin_Pct,Margin_Impact_pp,Rate_of_Sale_Units_per_Store_per_Week,Cannibalisation_Rate_Estimate,Cannibalised_Units_Estimate,Cannibalisation_Risk,Recommendation,Sales_Action,Buyer_Message
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,QLD,Woolworths,86,0,No Promo,No Promo,Baseline trading,None,1044,984,-60,-0.0575,4.5,4.5,0.0,1.35,4.5,4698.0,4428.0,0.0,-270.0,3288.6,3099.6,-189.0,0.0,-189.0,,0.7,0.7,0.0,11.4419,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,QLD,Coles,78,0,No Promo,No Promo,Baseline trading,None,899,899,0,0.0,4.5,4.5,0.0,1.35,4.5,4045.5,4045.5,0.0,0.0,2831.85,2831.85,0.0,0.0,0.0,,0.7,0.7,0.0,11.5256,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,QLD,Independent,52,0,No Promo,No Promo,Baseline trading,None,592,589,-3,-0.0051,4.5,4.5,0.0,1.35,4.5,2664.0,2650.5,0.0,-13.5,1864.8,1855.35,-9.45,0.0,-9.45,,0.7,0.7,0.0,11.3269,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Woolworths,67,0,No Promo,No Promo,Baseline trading,None,791,783,-8,-0.0101,4.5,4.5,0.0,1.35,4.5,3559.5,3523.5,0.0,-36.0,2491.65,2466.45,-25.2,0.0,-25.2,,0.7,0.7,0.0,11.6866,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Coles,66,0,No Promo,No Promo,Baseline trading,None,760,757,-3,-0.0039,4.5,4.5,0.0,1.35,4.5,3420.0,3406.5,0.0,-13.5,2394.0,2384.55,-9.45,0.0,-9.45,,0.7,0.7,0.0,11.4697,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,WA,Independent,42,0,No Promo,No Promo,Baseline trading,None,362,359,-3,-0.0083,4.5,4.5,0.0,1.35,4.5,1629.0,1615.5,0.0,-13.5,1140.3,1130.85,-9.45,0.0,-9.45,,0.7,0.7,0.0,8.5476,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1366,Potato Chips 175g,Snacks,CrunchyCo,SA,Woolworths,52,1,Multi-buy,20-25%,Increase basket size,Multi-buy shelf execution,639,1358,719,1.1252,4.5,3.6,0.2,1.35,3.6,2875.5,4888.8,2588.4,2013.3,2012.85,3055.5,1042.65,236.3715,806.2785,3.4111,0.7,0.625,-7.5,26.1154,0.149,107.1026,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-03-17,11,Mar,Q1,PR-1367,Potato Chips 175g,Snacks,CrunchyCo,SA,Coles,46,1,Multi-buy,10-15%,Defend share,Multi-buy shelf execution,557,898,341,0.6122,4.5,3.82,0.15,1.35,3.82,2506.5,3430.36,1302.62,923.86,1754.55,2218.06,463.51,239.3184,224.1916,0.9368,0.7,0.6466,-5.3403,19.5217,0.1427,48.6493,Medium,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-03-17,11,Mar,Q1,No Promo,Potato Chips 175g,Snacks,CrunchyCo,SA,Independent,34,0,No Promo,No Promo,Baseline trading,None,239,227,-12,-0.0502,4.5,4.5,0.0,1.35,4.5,1075.5,1021.5,0.0,-54.0,752.85,715.05,-37.8,0.0,-37.8,,0.7,0.7,0.0,6.6765,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Woolworths,109,0,No Promo,No Promo,Baseline trading,None,1032,1098,66,0.064,5.2,5.2,0.0,1.6,5.2,5366.4,5709.6,343.2,343.2,3715.2,3952.8,237.6,0.0,237.6,,0.6923,0.6923,0.0,10.0734,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1368,Chocolate Block 180g,Snacks,SweetPeak,NSW,Coles,110,1,Price Discount,20-25%,Defend share,Shelf price ticket,1083,2337,1254,1.1579,5.2,3.9,0.25,1.6,3.9,5631.6,9114.3,4890.6,3482.7,3898.8,5375.1,1476.3,631.1971,845.1029,1.3389,0.6923,0.5897,-10.2564,21.2455,0.0981,123.0047,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,NSW,Independent,65,0,No Promo,No Promo,Baseline trading,None,650,661,11,0.0169,5.2,5.2,0.0,1.6,5.2,3380.0,3437.2,57.2,57.2,2340.0,2379.6,39.6,0.0,39.6,,0.6923,0.6923,0.0,10.1692,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Woolworths,97,0,No Promo,No Promo,Baseline trading,None,852,821,-31,-0.0364,5.2,5.2,0.0,1.6,5.2,4430.4,4269.2,0.0,-161.2,3067.2,2955.6,-111.6,0.0,-111.6,,0.6923,0.6923,0.0,8.4639,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Coles,91,0,No Promo,No Promo,Baseline trading,None,839,865,26,0.031,5.2,5.2,0.0,1.6,5.2,4362.8,4498.0,135.2,135.2,3020.4,3114.0,93.6,0.0,93.6,,0.6923,0.6923,0.0,9.5055,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,VIC,Independent,65,0,No Promo,No Promo,Baseline trading,None,440,434,-6,-0.0136,5.2,5.2,0.0,1.6,5.2,2288.0,2256.8,0.0,-31.2,1584.0,1562.4,-21.6,0.0,-21.6,,0.6923,0.6923,0.0,6.6769,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Woolworths,78,0,No Promo,No Promo,Baseline trading,None,799,798,-1,-0.0013,5.2,5.2,0.0,1.6,5.2,4154.8,4149.6,0.0,-5.2,2876.4,2872.8,-3.6,0.0,-3.6,,0.6923,0.6923,0.0,10.2308,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Coles,83,0,No Promo,No Promo,Baseline trading,None,797,799,2,0.0025,5.2,5.2,0.0,1.6,5.2,4144.4,4154.8,10.4,10.4,2869.2,2876.4,7.2,0.0,7.2,,0.6923,0.6923,0.0,9.6265,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,QLD,Independent,51,0,No Promo,No Promo,Baseline trading,None,411,436,25,0.0608,5.2,5.2,0.0,1.6,5.2,2137.2,2267.2,130.0,130.0,1479.6,1569.6,90.0,0.0,90.0,,0.6923,0.6923,0.0,8.549,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Woolworths,70,0,No Promo,No Promo,Baseline trading,None,696,712,16,0.023,5.2,5.2,0.0,1.6,5.2,3619.2,3702.4,83.2,83.2,2505.6,2563.2,57.6,0.0,57.6,,0.6923,0.6923,0.0,10.1714,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Coles,69,0,No Promo,No Promo,Baseline trading,None,650,699,49,0.0754,5.2,5.2,0.0,1.6,5.2,3380.0,3634.8,254.8,254.8,2340.0,2516.4,176.4,0.0,176.4,,0.6923,0.6923,0.0,10.1304,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,WA,Independent,40,0,No Promo,No Promo,Baseline trading,None,350,338,-12,-0.0343,5.2,5.2,0.0,1.6,5.2,1820.0,1757.6,0.0,-62.4,1260.0,1216.8,-43.2,0.0,-43.2,,0.6923,0.6923,0.0,8.45,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1369,Chocolate Block 180g,Snacks,SweetPeak,SA,Woolworths,55,1,Price Discount,30%+,Increase basket penetration,Shelf price ticket,477,1036,559,1.1719,5.2,3.64,0.3,1.6,3.64,2480.4,3771.04,2034.76,1290.64,1717.2,2113.44,396.24,314.9443,81.2957,0.2581,0.6923,0.5604,-13.1868,18.8364,0.1867,104.3881,High,Targeted repeat,Repeat selectively in strongest regions or accounts,Positive result but best suited to targeted execution
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Coles,50,0,No Promo,No Promo,Baseline trading,None,489,474,-15,-0.0307,5.2,5.2,0.0,1.6,5.2,2542.8,2464.8,0.0,-78.0,1760.4,1706.4,-54.0,0.0,-54.0,,0.6923,0.6923,0.0,9.48,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Chocolate Block 180g,Snacks,SweetPeak,SA,Independent,32,0,No Promo,No Promo,Baseline trading,None,226,239,13,0.0575,5.2,5.2,0.0,1.6,5.2,1175.2,1242.8,67.6,67.6,813.6,860.4,46.8,0.0,46.8,,0.6923,0.6923,0.0,7.4688,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,NSW,Woolworths,112,0,No Promo,No Promo,Baseline trading,None,391,381,-10,-0.0256,8.8,8.8,0.0,3.4,8.8,3440.8,3352.8,0.0,-88.0,2111.4,2057.4,-54.0,0.0,-54.0,,0.6136,0.6136,0.0,3.4018,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,NSW,Coles,95,0,No Promo,No Promo,Baseline trading,None,457,419,-38,-0.0832,8.8,8.8,0.0,3.4,8.8,4021.6,3687.2,0.0,-334.4,2467.8,2262.6,-205.2,0.0,-205.2,,0.6136,0.6136,0.0,4.4105,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1370,Protein Bar 5pk,Snacks,FitBite,NSW,Independent,66,1,Display + Discount,10-15%,Win display execution,Display + catalogue,217,366,149,0.6866,8.8,7.48,0.15,3.4,7.48,1909.6,2737.68,1114.52,828.08,1171.8,1493.28,321.48,619.6856,-298.2056,-0.4812,0.6136,0.5455,-6.8182,5.5455,0.1901,28.3239,High,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,VIC,Woolworths,101,0,No Promo,No Promo,Baseline trading,None,413,403,-10,-0.0242,8.8,8.8,0.0,3.4,8.8,3634.4,3546.4,0.0,-88.0,2230.2,2176.2,-54.0,0.0,-54.0,,0.6136,0.6136,0.0,3.9901,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1371,Protein Bar 5pk,Snacks,FitBite,VIC,Coles,95,1,Multi-buy,20-25%,Defend share,Multi-buy shelf execution,411,656,245,0.5961,8.8,6.6,0.25,3.4,6.6,3616.8,4329.6,1617.0,712.8,2219.4,2099.2,-120.2,314.1477,-434.3477,-1.3826,0.6136,0.4848,-12.8788,6.9053,0.1277,31.2853,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,VIC,Independent,59,0,No Promo,No Promo,Baseline trading,None,209,226,17,0.0813,8.8,8.8,0.0,3.4,8.8,1839.2,1988.8,149.6,149.6,1128.6,1220.4,91.8,0.0,91.8,,0.6136,0.6136,0.0,3.8305,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,QLD,Woolworths,82,0,No Promo,No Promo,Baseline trading,None,355,367,12,0.0338,8.8,8.8,0.0,3.4,8.8,3124.0,3229.6,105.6,105.6,1917.0,1981.8,64.8,0.0,64.8,,0.6136,0.6136,0.0,4.4756,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1372,Protein Bar 5pk,Snacks,FitBite,QLD,Coles,82,1,Multi-buy,20-25%,Defend share,Multi-buy shelf execution,369,551,182,0.4932,8.8,7.04,0.2,3.4,7.04,3247.2,3879.04,1281.28,631.84,1992.6,2005.64,13.04,323.887,-310.847,-0.9597,0.6136,0.517,-9.6591,6.7195,0.1299,23.6376,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,QLD,Independent,53,0,No Promo,No Promo,Baseline trading,None,181,179,-2,-0.011,8.8,8.8,0.0,3.4,8.8,1592.8,1575.2,0.0,-17.6,977.4,966.6,-10.8,0.0,-10.8,,0.6136,0.6136,0.0,3.3774,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1373,Protein Bar 5pk,Snacks,FitBite,WA,Woolworths,67,1,Price Discount,10-15%,Drive volume,Shelf price ticket,345,511,166,0.4812,8.8,7.48,0.15,3.4,7.48,3036.0,3822.28,1241.68,786.28,1863.0,2084.88,221.88,280.3227,-58.4427,-0.2085,0.6136,0.5455,-6.8182,7.6269,0.1421,23.595,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,WA,Coles,62,0,No Promo,No Promo,Baseline trading,None,296,301,5,0.0169,8.8,8.8,0.0,3.4,8.8,2604.8,2648.8,44.0,44.0,1598.4,1625.4,27.0,0.0,27.0,,0.6136,0.6136,0.0,4.8548,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,WA,Independent,42,0,No Promo,No Promo,Baseline trading,None,158,158,0,0.0,8.8,8.8,0.0,3.4,8.8,1390.4,1390.4,0.0,0.0,853.2,853.2,0.0,0.0,0.0,,0.6136,0.6136,0.0,3.7619,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1374,Protein Bar 5pk,Snacks,FitBite,SA,Woolworths,56,1,Price Discount,10-15%,Drive volume,Shelf price ticket,211,278,67,0.3175,8.8,7.92,0.1,3.4,7.92,1856.8,2201.76,530.64,344.96,1139.4,1256.56,117.16,219.668,-102.508,-0.4666,0.6136,0.5707,-4.2929,4.9643,0.1232,8.2531,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Protein Bar 5pk,Snacks,FitBite,SA,Coles,49,0,No Promo,No Promo,Baseline trading,None,190,208,18,0.0947,8.8,8.8,0.0,3.4,8.8,1672.0,1830.4,158.4,158.4,1026.0,1123.2,97.2,0.0,97.2,,0.6136,0.6136,0.0,4.2449,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1375,Protein Bar 5pk,Snacks,FitBite,SA,Independent,32,1,Price Discount,10-15%,Drive volume,Shelf price ticket,135,193,58,0.4296,8.8,7.92,0.1,3.4,7.92,1188.0,1528.56,459.36,340.56,729.0,872.36,143.36,209.3025,-65.9425,-0.3151,0.6136,0.5707,-4.2929,6.0312,0.1488,8.63,Medium,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,NSW,Woolworths,107,0,No Promo,No Promo,Baseline trading,None,494,474,-20,-0.0405,13.0,13.0,0.0,5.0,13.0,6422.0,6162.0,0.0,-260.0,3952.0,3792.0,-160.0,0.0,-160.0,,0.6154,0.6154,0.0,4.4299,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,NSW,Coles,106,0,No Promo,No Promo,Baseline trading,None,418,449,31,0.0742,13.0,13.0,0.0,5.0,13.0,5434.0,5837.0,403.0,403.0,3344.0,3592.0,248.0,0.0,248.0,,0.6154,0.6154,0.0,4.2358,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,NSW,Independent,65,0,No Promo,No Promo,Baseline trading,None,190,190,0,0.0,13.0,13.0,0.0,5.0,13.0,2470.0,2470.0,0.0,0.0,1520.0,1520.0,0.0,0.0,0.0,,0.6154,0.6154,0.0,2.9231,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,VIC,Woolworths,100,0,No Promo,No Promo,Baseline trading,None,418,413,-5,-0.012,13.0,13.0,0.0,5.0,13.0,5434.0,5369.0,0.0,-65.0,3344.0,3304.0,-40.0,0.0,-40.0,,0.6154,0.6154,0.0,4.13,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1376,Laundry Liquid 2L,Household,CleanWave,VIC,Coles,94,1,Display + Discount,10-15%,Support key account plan,Display + catalogue,332,468,136,0.4096,13.0,11.7,0.1,5.0,11.7,4316.0,5475.6,1591.2,1159.6,2656.0,3135.6,479.6,583.7919,-104.1919,-0.1785,0.6154,0.5726,-4.2735,4.9787,0.0977,13.2907,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,VIC,Independent,62,0,No Promo,No Promo,Baseline trading,None,202,199,-3,-0.0149,13.0,13.0,0.0,5.0,13.0,2626.0,2587.0,0.0,-39.0,1616.0,1592.0,-24.0,0.0,-24.0,,0.6154,0.6154,0.0,3.2097,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,QLD,Woolworths,84,0,No Promo,No Promo,Baseline trading,None,421,422,1,0.0024,13.0,13.0,0.0,5.0,13.0,5473.0,5486.0,13.0,13.0,3368.0,3376.0,8.0,0.0,8.0,,0.6154,0.6154,0.0,5.0238,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,QLD,Coles,77,0,No Promo,No Promo,Baseline trading,None,334,342,8,0.024,13.0,13.0,0.0,5.0,13.0,4342.0,4446.0,104.0,104.0,2672.0,2736.0,64.0,0.0,64.0,,0.6154,0.6154,0.0,4.4416,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,QLD,Independent,51,0,No Promo,No Promo,Baseline trading,None,154,150,-4,-0.026,13.0,13.0,0.0,5.0,13.0,2002.0,1950.0,0.0,-52.0,1232.0,1200.0,-32.0,0.0,-32.0,,0.6154,0.6154,0.0,2.9412,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,WA,Woolworths,71,0,No Promo,No Promo,Baseline trading,None,304,279,-25,-0.0822,13.0,13.0,0.0,5.0,13.0,3952.0,3627.0,0.0,-325.0,2432.0,2232.0,-200.0,0.0,-200.0,,0.6154,0.6154,0.0,3.9296,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,WA,Coles,63,0,No Promo,No Promo,Baseline trading,None,262,264,2,0.0076,13.0,13.0,0.0,5.0,13.0,3406.0,3432.0,26.0,26.0,2096.0,2112.0,16.0,0.0,16.0,,0.6154,0.6154,0.0,4.1905,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1377,Laundry Liquid 2L,Household,CleanWave,WA,Independent,42,1,Display + Discount,20-25%,Win display execution,Display + catalogue,154,339,185,1.2013,13.0,10.4,0.2,5.0,10.4,2002.0,3525.6,1924.0,1523.6,1232.0,1830.6,598.6,612.2123,-13.6123,-0.0222,0.6154,0.5192,-9.6154,8.0714,0.084,15.5377,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,SA,Woolworths,53,0,No Promo,No Promo,Baseline trading,None,211,188,-23,-0.109,13.0,13.0,0.0,5.0,13.0,2743.0,2444.0,0.0,-299.0,1688.0,1504.0,-184.0,0.0,-184.0,,0.6154,0.6154,0.0,3.5472,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,SA,Coles,50,0,No Promo,No Promo,Baseline trading,None,197,205,8,0.0406,13.0,13.0,0.0,5.0,13.0,2561.0,2665.0,104.0,104.0,1576.0,1640.0,64.0,0.0,64.0,,0.6154,0.6154,0.0,4.1,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Laundry Liquid 2L,Household,CleanWave,SA,Independent,32,0,No Promo,No Promo,Baseline trading,None,101,102,1,0.0099,13.0,13.0,0.0,5.0,13.0,1313.0,1326.0,13.0,13.0,808.0,816.0,8.0,0.0,8.0,,0.6154,0.6154,0.0,3.1875,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1378,Dishwashing Tablets 30pk,Household,SparkHome,NSW,Woolworths,109,1,Bundle,10-15%,Increase basket size,Bundle execution,341,442,101,0.2962,18.0,16.2,0.1,7.0,16.2,6138.0,7160.4,1636.2,1022.4,3751.0,4066.4,315.4,194.676,120.724,0.6201,0.6111,0.5679,-4.321,4.055,0.0627,6.337,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-03-17,11,Mar,Q1,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,NSW,Coles,108,0,No Promo,No Promo,Baseline trading,None,405,387,-18,-0.0444,18.0,18.0,0.0,7.0,18.0,7290.0,6966.0,0.0,-324.0,4455.0,4257.0,-198.0,0.0,-198.0,,0.6111,0.6111,0.0,3.5833,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,NSW,Independent,69,0,No Promo,No Promo,Baseline trading,None,159,144,-15,-0.0943,18.0,18.0,0.0,7.0,18.0,2862.0,2592.0,0.0,-270.0,1749.0,1584.0,-165.0,0.0,-165.0,,0.6111,0.6111,0.0,2.087,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,VIC,Woolworths,102,0,No Promo,No Promo,Baseline trading,None,283,293,10,0.0353,18.0,18.0,0.0,7.0,18.0,5094.0,5274.0,180.0,180.0,3113.0,3223.0,110.0,0.0,110.0,,0.6111,0.6111,0.0,2.8725,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,VIC,Coles,100,0,No Promo,No Promo,Baseline trading,None,322,312,-10,-0.0311,18.0,18.0,0.0,7.0,18.0,5796.0,5616.0,0.0,-180.0,3542.0,3432.0,-110.0,0.0,-110.0,,0.6111,0.6111,0.0,3.12,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,PR-1379,Dishwashing Tablets 30pk,Household,SparkHome,VIC,Independent,60,1,Display + Discount,10-15%,Drive volume,Display + catalogue,149,258,109,0.7315,18.0,15.3,0.15,7.0,15.3,2682.0,3947.4,1667.7,1265.4,1639.0,2141.4,502.4,627.561,-125.161,-0.1994,0.6111,0.5425,-6.8627,4.3,0.0786,8.562,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-03-17,11,Mar,Q1,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Woolworths,86,0,No Promo,No Promo,Baseline trading,None,277,284,7,0.0253,18.0,18.0,0.0,7.0,18.0,4986.0,5112.0,126.0,126.0,3047.0,3124.0,77.0,0.0,77.0,,0.6111,0.6111,0.0,3.3023,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-03-17,11,Mar,Q1,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Coles,77,0,No Promo,No Promo,Baseline trading,None,268,277,9,0.0336,18.0,18.0,0.0,7.0,18.0,4824.0,4986.0,162.0,162.0,2948.0,3047.0,99.0,0.0,99.0,,0.6111,0.6111,0.0,3.5974,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
