Week_Start,Week_Number,Campaign_ID,Product,Category,Brand,Region,Account,Store_Count,Promo_Flag,Promo_Type,Baseline_Units,Actual_Units,Uplift_Units,Uplift_Pct,Regular_Price,Promo_Price,Discount_Pct,Unit_Cost,Selling_Price,Baseline_Revenue,Actual_Revenue,Incremental_Revenue_From_Uplift,Revenue_Impact_vs_Baseline,Baseline_Gross_Profit,Gross_Profit_Before_Promo_Cost,Incremental_Gross_Profit_Before_Cost,Promo_Cost,Incremental_Profit_After_Promo_Cost,Promo_ROI,Baseline_Gross_Margin_Pct,Actual_Gross_Margin_Pct,Margin_Impact_pp,Rate_of_Sale_Units_per_Store_per_Week,Cannibalisation_Rate_Estimate,Cannibalised_Units_Estimate,Cannibalisation_Risk,Recommendation
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Coles,82,0,No Promo,255,250,-5,-0.0196,18.0,18.0,0.0,9.5,18.0,4590.0,4500.0,0.0,-90.0,2167.5,2125.0,-42.5,0.0,-42.5,,0.4722,0.4722,0.0,3.0488,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Independent,52,0,No Promo,158,152,-6,-0.038,18.0,18.0,0.0,9.5,18.0,2844.0,2736.0,0.0,-108.0,1343.0,1292.0,-51.0,0.0,-51.0,,0.4722,0.4722,0.0,2.9231,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,WA,Woolworths,66,0,No Promo,237,232,-5,-0.0211,18.0,18.0,0.0,9.5,18.0,4266.0,4176.0,0.0,-90.0,2014.5,1972.0,-42.5,0.0,-42.5,,0.4722,0.4722,0.0,3.5152,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,WA,Coles,64,0,No Promo,156,146,-10,-0.0641,18.0,18.0,0.0,9.5,18.0,2808.0,2628.0,0.0,-180.0,1326.0,1241.0,-85.0,0.0,-85.0,,0.4722,0.4722,0.0,2.2812,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,WA,Independent,41,0,No Promo,111,108,-3,-0.027,18.0,18.0,0.0,9.5,18.0,1998.0,1944.0,0.0,-54.0,943.5,918.0,-25.5,0.0,-25.5,,0.4722,0.4722,0.0,2.6341,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,SA,Woolworths,54,0,No Promo,183,198,15,0.082,18.0,18.0,0.0,9.5,18.0,3294.0,3564.0,270.0,270.0,1555.5,1683.0,127.5,0.0,127.5,,0.4722,0.4722,0.0,3.6667,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,SA,Coles,51,0,No Promo,138,137,-1,-0.0072,18.0,18.0,0.0,9.5,18.0,2484.0,2466.0,0.0,-18.0,1173.0,1164.5,-8.5,0.0,-8.5,,0.4722,0.4722,0.0,2.6863,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1181,Dishwashing Tablets 30pk,Household,SparkHome,SA,Independent,33,1,Multi-buy,87,138,51,0.5862,18.0,16.2,0.1,9.5,16.2,1566.0,2235.6,826.2,669.6,739.5,924.6,185.1,433.3625,-248.2625,-0.5729,0.4722,0.4136,-5.8642,4.1818,0.0824,4.2049,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,NSW,Woolworths,114,0,No Promo,515,520,5,0.0097,7.5,7.5,0.0,3.6,7.5,3862.5,3900.0,37.5,37.5,2008.5,2028.0,19.5,0.0,19.5,,0.52,0.52,0.0,4.5614,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1182,Shampoo 400ml,Personal Care,GlowLab,NSW,Coles,101,1,Bundle,529,928,399,0.7543,7.5,5.62,0.25,3.6,5.62,3967.5,5215.36,2242.38,1247.86,2063.1,1874.56,-188.54,917.9262,-1106.4662,-1.2054,0.52,0.3594,-16.0569,9.1881,0.0483,19.2535,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,NSW,Independent,71,0,No Promo,288,299,11,0.0382,7.5,7.5,0.0,3.6,7.5,2160.0,2242.5,82.5,82.5,1123.2,1166.1,42.9,0.0,42.9,,0.52,0.52,0.0,4.2113,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,VIC,Woolworths,103,0,No Promo,482,468,-14,-0.029,7.5,7.5,0.0,3.6,7.5,3615.0,3510.0,0.0,-105.0,1879.8,1825.2,-54.6,0.0,-54.6,,0.52,0.52,0.0,4.5437,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,VIC,Coles,88,0,No Promo,484,466,-18,-0.0372,7.5,7.5,0.0,3.6,7.5,3630.0,3495.0,0.0,-135.0,1887.6,1817.4,-70.2,0.0,-70.2,,0.52,0.52,0.0,5.2955,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,VIC,Independent,60,0,No Promo,229,232,3,0.0131,7.5,7.5,0.0,3.6,7.5,1717.5,1740.0,22.5,22.5,893.1,904.8,11.7,0.0,11.7,,0.52,0.52,0.0,3.8667,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,QLD,Woolworths,86,0,No Promo,437,426,-11,-0.0252,7.5,7.5,0.0,3.6,7.5,3277.5,3195.0,0.0,-82.5,1704.3,1661.4,-42.9,0.0,-42.9,,0.52,0.52,0.0,4.9535,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,QLD,Coles,79,0,No Promo,386,358,-28,-0.0725,7.5,7.5,0.0,3.6,7.5,2895.0,2685.0,0.0,-210.0,1505.4,1396.2,-109.2,0.0,-109.2,,0.52,0.52,0.0,4.5316,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,QLD,Independent,54,0,No Promo,237,244,7,0.0295,7.5,7.5,0.0,3.6,7.5,1777.5,1830.0,52.5,52.5,924.3,951.6,27.3,0.0,27.3,,0.52,0.52,0.0,4.5185,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,WA,Woolworths,66,0,No Promo,323,333,10,0.031,7.5,7.5,0.0,3.6,7.5,2422.5,2497.5,75.0,75.0,1259.7,1298.7,39.0,0.0,39.0,,0.52,0.52,0.0,5.0455,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,WA,Coles,66,0,No Promo,323,304,-19,-0.0588,7.5,7.5,0.0,3.6,7.5,2422.5,2280.0,0.0,-142.5,1259.7,1185.6,-74.1,0.0,-74.1,,0.52,0.52,0.0,4.6061,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1183,Shampoo 400ml,Personal Care,GlowLab,WA,Independent,40,1,Multi-buy,165,303,138,0.8364,7.5,6.0,0.2,3.6,6.0,1237.5,1818.0,828.0,580.5,643.5,727.2,83.7,527.1093,-443.4093,-0.8412,0.52,0.4,-12.0,7.575,0.0615,8.4893,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,SA,Woolworths,52,0,No Promo,279,285,6,0.0215,7.5,7.5,0.0,3.6,7.5,2092.5,2137.5,45.0,45.0,1088.1,1111.5,23.4,0.0,23.4,,0.52,0.52,0.0,5.4808,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,SA,Coles,51,0,No Promo,235,226,-9,-0.0383,7.5,7.5,0.0,3.6,7.5,1762.5,1695.0,0.0,-67.5,916.5,881.4,-35.1,0.0,-35.1,,0.52,0.52,0.0,4.4314,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Shampoo 400ml,Personal Care,GlowLab,SA,Independent,33,0,No Promo,111,94,-17,-0.1532,7.5,7.5,0.0,3.6,7.5,832.5,705.0,0.0,-127.5,432.9,366.6,-66.3,0.0,-66.3,,0.52,0.52,0.0,2.8485,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,NSW,Woolworths,113,0,No Promo,688,658,-30,-0.0436,5.8,5.8,0.0,2.5,5.8,3990.4,3816.4,0.0,-174.0,2270.4,2171.4,-99.0,0.0,-99.0,,0.569,0.569,0.0,5.823,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,NSW,Coles,105,0,No Promo,736,758,22,0.0299,5.8,5.8,0.0,2.5,5.8,4268.8,4396.4,127.6,127.6,2428.8,2501.4,72.6,0.0,72.6,,0.569,0.569,0.0,7.219,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1184,Toothpaste 120g,Personal Care,BrightSmile,NSW,Independent,71,1,Catalogue Feature,374,623,249,0.6658,5.8,4.64,0.2,2.5,4.64,2169.2,2890.72,1155.36,721.52,1234.2,1333.22,99.02,1141.5195,-1042.4995,-0.9133,0.569,0.4612,-10.7759,8.7746,0.0652,16.2342,Low,Adjust depth/mechanic
2025-02-03,5,PR-1185,Toothpaste 120g,Personal Care,BrightSmile,VIC,Woolworths,100,1,Multi-buy,581,1055,474,0.8158,5.8,4.93,0.15,2.5,4.93,3369.8,5201.15,2336.82,1831.35,1917.3,2563.65,646.35,814.0918,-167.7418,-0.206,0.569,0.4929,-7.6065,10.55,0.0571,27.0604,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,VIC,Coles,94,0,No Promo,656,677,21,0.032,5.8,5.8,0.0,2.5,5.8,3804.8,3926.6,121.8,121.8,2164.8,2234.1,69.3,0.0,69.3,,0.569,0.569,0.0,7.2021,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,VIC,Independent,59,0,No Promo,259,217,-42,-0.1622,5.8,5.8,0.0,2.5,5.8,1502.2,1258.6,0.0,-243.6,854.7,716.1,-138.6,0.0,-138.6,,0.569,0.569,0.0,3.678,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,QLD,Woolworths,82,0,No Promo,625,572,-53,-0.0848,5.8,5.8,0.0,2.5,5.8,3625.0,3317.6,0.0,-307.4,2062.5,1887.6,-174.9,0.0,-174.9,,0.569,0.569,0.0,6.9756,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,QLD,Coles,85,0,No Promo,653,651,-2,-0.0031,5.8,5.8,0.0,2.5,5.8,3787.4,3775.8,0.0,-11.6,2154.9,2148.3,-6.6,0.0,-6.6,,0.569,0.569,0.0,7.6588,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,QLD,Independent,53,0,No Promo,271,269,-2,-0.0074,5.8,5.8,0.0,2.5,5.8,1571.8,1560.2,0.0,-11.6,894.3,887.7,-6.6,0.0,-6.6,,0.569,0.569,0.0,5.0755,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,WA,Woolworths,67,0,No Promo,426,425,-1,-0.0023,5.8,5.8,0.0,2.5,5.8,2470.8,2465.0,0.0,-5.8,1405.8,1402.5,-3.3,0.0,-3.3,,0.569,0.569,0.0,6.3433,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,WA,Coles,64,0,No Promo,476,488,12,0.0252,5.8,5.8,0.0,2.5,5.8,2760.8,2830.4,69.6,69.6,1570.8,1610.4,39.6,0.0,39.6,,0.569,0.569,0.0,7.625,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,WA,Independent,41,0,No Promo,193,208,15,0.0777,5.8,5.8,0.0,2.5,5.8,1119.4,1206.4,87.0,87.0,636.9,686.4,49.5,0.0,49.5,,0.569,0.569,0.0,5.0732,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1186,Toothpaste 120g,Personal Care,BrightSmile,SA,Woolworths,53,1,Multi-buy,347,799,452,1.3026,5.8,4.35,0.25,2.5,4.35,2012.6,3475.65,1966.2,1463.05,1145.1,1478.15,333.05,776.7361,-443.6861,-0.5712,0.569,0.4253,-14.3678,15.0755,0.0462,20.8909,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,SA,Coles,52,0,No Promo,320,334,14,0.0438,5.8,5.8,0.0,2.5,5.8,1856.0,1937.2,81.2,81.2,1056.0,1102.2,46.2,0.0,46.2,,0.569,0.569,0.0,6.4231,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Toothpaste 120g,Personal Care,BrightSmile,SA,Independent,34,0,No Promo,163,162,-1,-0.0061,5.8,5.8,0.0,2.5,5.8,945.4,939.6,0.0,-5.8,537.9,534.6,-3.3,0.0,-3.3,,0.569,0.569,0.0,4.7647,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,NSW,Woolworths,116,0,No Promo,952,968,16,0.0168,4.2,4.2,0.0,1.9,4.2,3998.4,4065.6,67.2,67.2,2189.6,2226.4,36.8,0.0,36.8,,0.5476,0.5476,0.0,8.3448,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,NSW,Coles,103,0,No Promo,824,850,26,0.0316,4.2,4.2,0.0,1.9,4.2,3460.8,3570.0,109.2,109.2,1895.2,1955.0,59.8,0.0,59.8,,0.5476,0.5476,0.0,8.2524,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,NSW,Independent,67,0,No Promo,470,436,-34,-0.0723,4.2,4.2,0.0,1.9,4.2,1974.0,1831.2,0.0,-142.8,1081.0,1002.8,-78.2,0.0,-78.2,,0.5476,0.5476,0.0,6.5075,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,VIC,Woolworths,98,0,No Promo,854,848,-6,-0.007,4.2,4.2,0.0,1.9,4.2,3586.8,3561.6,0.0,-25.2,1964.2,1950.4,-13.8,0.0,-13.8,,0.5476,0.5476,0.0,8.6531,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,VIC,Coles,91,0,No Promo,885,872,-13,-0.0147,4.2,4.2,0.0,1.9,4.2,3717.0,3662.4,0.0,-54.6,2035.5,2005.6,-29.9,0.0,-29.9,,0.5476,0.5476,0.0,9.5824,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,VIC,Independent,61,0,No Promo,443,499,56,0.1264,4.2,4.2,0.0,1.9,4.2,1860.6,2095.8,235.2,235.2,1018.9,1147.7,128.8,0.0,128.8,,0.5476,0.5476,0.0,8.1803,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1187,Pasta Sauce 500g,Pantry,CasaBella,QLD,Woolworths,87,1,Price Discount,805,1262,457,0.5677,4.2,3.78,0.1,1.9,3.78,3381.0,4770.36,1727.46,1389.36,1851.5,2372.56,521.06,703.716,-182.656,-0.2596,0.5476,0.4974,-5.0265,14.5057,0.0919,41.9863,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,QLD,Coles,76,0,No Promo,705,681,-24,-0.034,4.2,4.2,0.0,1.9,4.2,2961.0,2860.2,0.0,-100.8,1621.5,1566.3,-55.2,0.0,-55.2,,0.5476,0.5476,0.0,8.9605,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,QLD,Independent,53,0,No Promo,384,374,-10,-0.026,4.2,4.2,0.0,1.9,4.2,1612.8,1570.8,0.0,-42.0,883.2,860.2,-23.0,0.0,-23.0,,0.5476,0.5476,0.0,7.0566,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,WA,Woolworths,68,0,No Promo,584,548,-36,-0.0616,4.2,4.2,0.0,1.9,4.2,2452.8,2301.6,0.0,-151.2,1343.2,1260.4,-82.8,0.0,-82.8,,0.5476,0.5476,0.0,8.0588,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,WA,Coles,63,0,No Promo,519,511,-8,-0.0154,4.2,4.2,0.0,1.9,4.2,2179.8,2146.2,0.0,-33.6,1193.7,1175.3,-18.4,0.0,-18.4,,0.5476,0.5476,0.0,8.1111,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,WA,Independent,44,0,No Promo,307,322,15,0.0489,4.2,4.2,0.0,1.9,4.2,1289.4,1352.4,63.0,63.0,706.1,740.6,34.5,0.0,34.5,,0.5476,0.5476,0.0,7.3182,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,SA,Woolworths,55,0,No Promo,414,405,-9,-0.0217,4.2,4.2,0.0,1.9,4.2,1738.8,1701.0,0.0,-37.8,952.2,931.5,-20.7,0.0,-20.7,,0.5476,0.5476,0.0,7.3636,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,SA,Coles,52,0,No Promo,424,429,5,0.0118,4.2,4.2,0.0,1.9,4.2,1780.8,1801.8,21.0,21.0,975.2,986.7,11.5,0.0,11.5,,0.5476,0.5476,0.0,8.25,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Pasta Sauce 500g,Pantry,CasaBella,SA,Independent,32,0,No Promo,209,209,0,0.0,4.2,4.2,0.0,1.9,4.2,877.8,877.8,0.0,0.0,480.7,480.7,0.0,0.0,0.0,,0.5476,0.5476,0.0,6.5312,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,NSW,Woolworths,115,0,No Promo,827,855,28,0.0339,6.8,6.8,0.0,3.2,6.8,5623.6,5814.0,190.4,190.4,2977.2,3078.0,100.8,0.0,100.8,,0.5294,0.5294,0.0,7.4348,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,NSW,Coles,104,0,No Promo,768,783,15,0.0195,6.8,6.8,0.0,3.2,6.8,5222.4,5324.4,102.0,102.0,2764.8,2818.8,54.0,0.0,54.0,,0.5294,0.5294,0.0,7.5288,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,NSW,Independent,66,0,No Promo,395,400,5,0.0127,6.8,6.8,0.0,3.2,6.8,2686.0,2720.0,34.0,34.0,1422.0,1440.0,18.0,0.0,18.0,,0.5294,0.5294,0.0,6.0606,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,VIC,Woolworths,102,0,No Promo,709,713,4,0.0056,6.8,6.8,0.0,3.2,6.8,4821.2,4848.4,27.2,27.2,2552.4,2566.8,14.4,0.0,14.4,,0.5294,0.5294,0.0,6.9902,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,VIC,Coles,98,0,No Promo,670,715,45,0.0672,6.8,6.8,0.0,3.2,6.8,4556.0,4862.0,306.0,306.0,2412.0,2574.0,162.0,0.0,162.0,,0.5294,0.5294,0.0,7.2959,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,VIC,Independent,61,0,No Promo,422,398,-24,-0.0569,6.8,6.8,0.0,3.2,6.8,2869.6,2706.4,0.0,-163.2,1519.2,1432.8,-86.4,0.0,-86.4,,0.5294,0.5294,0.0,6.5246,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1188,Cereal 600g,Pantry,MorningFarm,QLD,Woolworths,89,1,Multi-buy,704,1260,556,0.7898,6.8,5.78,0.15,3.2,5.78,4787.2,7282.8,3213.68,2495.6,2534.4,3250.8,716.4,988.7063,-272.3063,-0.2754,0.5294,0.4464,-8.3045,14.1573,0.0737,40.98,Low,Adjust depth/mechanic
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,QLD,Coles,81,0,No Promo,651,642,-9,-0.0138,6.8,6.8,0.0,3.2,6.8,4426.8,4365.6,0.0,-61.2,2343.6,2311.2,-32.4,0.0,-32.4,,0.5294,0.5294,0.0,7.9259,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,QLD,Independent,57,0,No Promo,371,345,-26,-0.0701,6.8,6.8,0.0,3.2,6.8,2522.8,2346.0,0.0,-176.8,1335.6,1242.0,-93.6,0.0,-93.6,,0.5294,0.5294,0.0,6.0526,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,WA,Woolworths,66,0,No Promo,555,577,22,0.0396,6.8,6.8,0.0,3.2,6.8,3774.0,3923.6,149.6,149.6,1998.0,2077.2,79.2,0.0,79.2,,0.5294,0.5294,0.0,8.7424,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,WA,Coles,61,0,No Promo,492,523,31,0.063,6.8,6.8,0.0,3.2,6.8,3345.6,3556.4,210.8,210.8,1771.2,1882.8,111.6,0.0,111.6,,0.5294,0.5294,0.0,8.5738,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,WA,Independent,41,0,No Promo,269,272,3,0.0112,6.8,6.8,0.0,3.2,6.8,1829.2,1849.6,20.4,20.4,968.4,979.2,10.8,0.0,10.8,,0.5294,0.5294,0.0,6.6341,0.0,0.0,N/A,Baseline
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,SA,Woolworths,56,0,No Promo,403,382,-21,-0.0521,6.8,6.8,0.0,3.2,6.8,2740.4,2597.6,0.0,-142.8,1450.8,1375.2,-75.6,0.0,-75.6,,0.5294,0.5294,0.0,6.8214,0.0,0.0,N/A,Baseline
2025-02-03,5,PR-1189,Cereal 600g,Pantry,MorningFarm,SA,Coles,45,1,Display + Discount,352,876,524,1.4886,6.8,5.44,0.2,3.2,5.44,2393.6,4765.44,2850.56,2371.84,1267.2,1962.24,695.04,1846.7992,-1151.7592,-0.6237,0.5294,0.4118,-11.7647,19.4667,0.1187,62.1776,Medium,Adjust depth/mechanic
2025-02-03,5,No Promo,Cereal 600g,Pantry,MorningFarm,SA,Independent,31,0,No Promo,187,173,-14,-0.0749,6.8,6.8,0.0,3.2,6.8,1271.6,1176.4,0.0,-95.2,673.2,622.8,-50.4,0.0,-50.4,,0.5294,0.5294,0.0,5.5806,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,NSW,Woolworths,114,0,No Promo,1465,1615,150,0.1024,3.2,3.2,0.0,1.45,3.2,4688.0,5168.0,480.0,480.0,2563.75,2826.25,262.5,0.0,262.5,,0.5469,0.5469,0.0,14.1667,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,NSW,Coles,113,0,No Promo,1146,1178,32,0.0279,3.2,3.2,0.0,1.45,3.2,3667.2,3769.6,102.4,102.4,2005.5,2061.5,56.0,0.0,56.0,,0.5469,0.5469,0.0,10.4248,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,NSW,Independent,70,0,No Promo,654,753,99,0.1514,3.2,3.2,0.0,1.45,3.2,2092.8,2409.6,316.8,316.8,1144.5,1317.75,173.25,0.0,173.25,,0.5469,0.5469,0.0,10.7571,0.0,0.0,N/A,Baseline
2025-02-10,6,PR-1190,Sparkling Water 1L,Beverages,FreshFizz,VIC,Woolworths,100,1,Bundle,1092,1690,598,0.5476,3.2,2.56,0.2,1.45,2.56,3494.4,4326.4,1530.88,832.0,1911.0,1875.9,-35.1,640.7495,-675.8495,-1.0548,0.5469,0.4336,-11.3281,16.9,0.1193,71.3384,Medium,Adjust depth/mechanic
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,VIC,Coles,92,0,No Promo,1236,1239,3,0.0024,3.2,3.2,0.0,1.45,3.2,3955.2,3964.8,9.6,9.6,2163.0,2168.25,5.25,0.0,5.25,,0.5469,0.5469,0.0,13.4674,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,VIC,Independent,64,0,No Promo,560,551,-9,-0.0161,3.2,3.2,0.0,1.45,3.2,1792.0,1763.2,0.0,-28.8,980.0,964.25,-15.75,0.0,-15.75,,0.5469,0.5469,0.0,8.6094,0.0,0.0,N/A,Baseline
2025-02-10,6,PR-1191,Sparkling Water 1L,Beverages,FreshFizz,QLD,Woolworths,86,1,Price Discount,1152,2995,1843,1.5998,3.2,2.08,0.35,1.45,2.08,3686.4,6229.6,3833.44,2543.2,2016.0,1886.85,-129.15,2174.0669,-2303.2169,-1.0594,0.5469,0.3029,-24.399,34.8256,0.1493,275.2253,Medium,Adjust depth/mechanic
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,QLD,Coles,87,0,No Promo,1043,933,-110,-0.1055,3.2,3.2,0.0,1.45,3.2,3337.6,2985.6,0.0,-352.0,1825.25,1632.75,-192.5,0.0,-192.5,,0.5469,0.5469,0.0,10.7241,0.0,0.0,N/A,Baseline
2025-02-10,6,PR-1192,Sparkling Water 1L,Beverages,FreshFizz,QLD,Independent,50,1,Multi-buy,533,728,195,0.3659,3.2,2.72,0.15,1.45,2.72,1705.6,1980.16,530.4,274.56,932.75,924.56,-8.19,483.3314,-491.5214,-1.0169,0.5469,0.4669,-7.9963,14.56,0.0959,18.6944,Low,Adjust depth/mechanic
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,WA,Woolworths,69,0,No Promo,765,766,1,0.0013,3.2,3.2,0.0,1.45,3.2,2448.0,2451.2,3.2,3.2,1338.75,1340.5,1.75,0.0,1.75,,0.5469,0.5469,0.0,11.1014,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,WA,Coles,69,0,No Promo,732,765,33,0.0451,3.2,3.2,0.0,1.45,3.2,2342.4,2448.0,105.6,105.6,1281.0,1338.75,57.75,0.0,57.75,,0.5469,0.5469,0.0,11.087,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,WA,Independent,40,0,No Promo,378,385,7,0.0185,3.2,3.2,0.0,1.45,3.2,1209.6,1232.0,22.4,22.4,661.5,673.75,12.25,0.0,12.25,,0.5469,0.5469,0.0,9.625,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,SA,Woolworths,50,0,No Promo,612,596,-16,-0.0261,3.2,3.2,0.0,1.45,3.2,1958.4,1907.2,0.0,-51.2,1071.0,1043.0,-28.0,0.0,-28.0,,0.5469,0.5469,0.0,11.92,0.0,0.0,N/A,Baseline
2025-02-10,6,No Promo,Sparkling Water 1L,Beverages,FreshFizz,SA,Coles,51,0,No Promo,567,562,-5,-0.0088,3.2,3.2,0.0,1.45,3.2,1814.4,1798.4,0.0,-16.0,992.25,983.5,-8.75,0.0,-8.75,,0.5469,0.5469,0.0,11.0196,0.0,0.0,N/A,Baseline
